"","Nimba","RiverCess","RiverGee","Sinoe","Bomi","Bong","Gbarpolu","GrandCapeMount","GrandBassa","GrandGedeh","GrandKru","Lofa","Margibi","Maryland","Montserrado","Boffa","Boke","Fria","Conakry","Dabola","Dinguiraye","Faranah","Kissidougou","Kankan","Kerouane","Kouroussa","Siguiri","Coyah","Dubreka","Forecariah","Kindia","Telimele","Mali","Tougue","Dalaba","Pita","Beyla","Gueckedou","Lola","Macenta","Nzerekore","Yamou","Kailahun","Kenema","Kono","Bombali","Kambia","Koinadugu","PortLoko","Tonkolili","Bo","Bonthe","Moyamba","Pujehun","WesternRural","WesternUrban"
"GrandKru",0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,0.953669646124,1,0.148302962583,0.38883828878,-1.06039123542,2.10852209562,-0.454649698108,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Lofa",-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,1,0.38883828878,-1.06039123542,2.10852209562,-0.454649698108,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Margibi",-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,1,-1.06039123542,2.10852209562,-0.454649698108,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Maryland",-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,1,2.10852209562,-0.454649698108,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Montserrado",-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,1,-0.454649698108,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Boffa",-1.9601365376,-1.9601365376,-1.9601365376,-1.9601365376,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,1,0.897331380586,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Boke",-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,1,-1.2653793481,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Fria",-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,1,2.72708363987,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Conakry",-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.78070721933,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,1,-0.795332544615,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Dabola",-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,1,-0.591644669315,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Dinguiraye",-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,1,-0.513052519734,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Faranah",-1.43401551925,-1.43401551925,-1.43401551925,-1.43401551925,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,1,0.0800115377642,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Kissidougou",-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,1,0.5582721351,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Kankan",-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,-1.15674947368,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,1,-0.0102112706303,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Kerouane",0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,1,-0.437050389223,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Kouroussa",0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,0.385064444348,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,1,0.7656464306,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Siguiri",-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,1,-1.37076692653,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Coyah",-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.63196806332,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,1,0.0730159490427,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Dubreka",-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,1,0.617692227469,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Forecariah",-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-1.05156037219,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,1,0.90120318057,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
"Kindia",-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-0.27440179941,-1.1170294766,-1.1170294766,-1.1170294766,-1.1170294766,-1.1170294766,-1.1170294766,1,-0.0177045023664,-0.352061329449,-0.837046459702,-0.593445857116,0.012484146453,-0.276714641266,1.57408150835,-0.309838560712,0.994308059977,0.549209957972,0.21757420151,0.696022975666,1.19158823307,0.334083087291,0.822364432611,0.224833525072,0.213043783387,1.12802688783,0.605913931846,1.16297823491,-0.873694584819,0.0143512222346,0.100833433544,0.792180964346,1.09252934881
